Timestamp,CPU_cores,CPU_provisioned_MHz,CPU_usage_MHz,CPU_usage_percent,Memory_provisioned_KB,Memory_usage_KB,Disk_read_KBs,Disk_write_KBs,Net_received_KBs,Net_transmitted_KBs
2013-08-12 13:00:00,4.0,8356.553463672346,1179.9589899442453,0.09085877789853469,10532847.947138337,726268.2129229127,198.57999712395744,72.94602730818218,188.35906166740938,31.247230702860556
2013-08-12 14:00:00,4.0,8356.55346420463,631.0219832111571,0.05527021652821103,10534096.403182821,599243.1811896281,193.7141881342701,63.771771352509056,51.959919950148596,37.62144761335874
2013-08-12 15:00:00,4.0,8356.553464416738,1044.2255091357342,0.08144864359498472,10536863.042009395,715284.1076454798,200.47003403317035,51.51941345850966,75.66186123937418,25.001184207892575
2013-08-12 16:00:00,4.0,8356.553463133017,1818.2978348014638,0.11743074967406288,10537510.60826383,745094.0199148302,179.72748158753336,45.20489568551476,29.444744203404685,25.821641509195434
2013-08-12 17:00:00,4.0,8356.553459626617,1834.9686846988564,0.11741879002339933,10540656.601687279,736678.6816770454,244.5070149877365,45.46215988757511,26.73925312775615,41.70620239417694
2013-08-12 18:00:00,4.0,8356.553459559678,1813.596566528171,0.11617720869380437,10542466.805522002,685331.1746749353,224.88229704059083,40.23025889562775,26.278627067496785,48.336406591443264
2013-08-12 19:00:00,4.0,8356.553459775741,1840.1559113908847,0.11686854438292908,10542682.06785543,668402.0142699645,227.1079631180742,45.80113171748202,27.409232280996733,39.14209277923687
2013-08-12 20:00:00,4.0,8356.553459443774,1888.9459080634042,0.12010582419039821,10542729.52265363,734289.3691273335,248.0910191654206,71.50792669287061,28.712134708634924,34.14511477022801
2013-08-12 21:00:00,4.0,8356.553460222749,1846.5153011982259,0.11739046907170005,10542762.835030198,729118.3425572128,254.43177472872253,61.29889161744209,37.97232478000382,29.241304922668164
2013-08-12 22:00:00,4.0,8356.553459385892,1686.3198923933378,0.10521346389456021,10542811.764015913,661088.7213940695,207.70191368884207,55.437011533668134,54.05423705333109,19.268061270768346
2013-08-12 23:00:00,4.0,8356.553459714696,1697.5499010414364,0.1086918330953531,10542547.553887451,683326.733296619,573.8100622472549,143.4560130886274,53.73700967688241,55.70337884960405
2013-08-13 00:00:00,4.0,8356.553461114323,1686.2110418882748,0.10861909195313323,10542897.839344263,654496.8338255264,507.46283117307706,114.05635273555895,47.642963780539276,54.42309620922649
