Timestamp,CPU_cores,CPU_provisioned_MHz,CPU_usage_MHz,CPU_usage_percent,Memory_provisioned_KB,Memory_usage_KB,Disk_read_KBs,Disk_write_KBs,Net_received_KBs,Net_transmitted_KBs
2013-06-30 22:00:00,2.0,7474.545344484902,328.82777653706046,0.06659124280267663,9551349.351947712,363858.3129337068,137.84018903971847,82.22271676362853,35.91979235796883,67.13089165409754
2013-06-30 23:00:00,2.0,7474.5453412192155,356.37636470385195,0.07037587630506748,9551401.346222222,354064.129945845,178.90143400608105,117.11408011922718,47.538231200172376,80.06910593981182
2013-07-01 00:00:00,2.0,7474.545338470981,337.24229091369705,0.06762080854058795,9551433.141490195,341599.05904575164,189.61037195484255,220.07672703603583,54.814558865970625,93.98858203887616
2013-07-01 01:00:00,2.0,7474.545340205491,323.49004294878665,0.06693316623871771,9551524.735215686,338077.1031111111,319.3835704948646,184.37352521008404,43.52172222222222,95.44814705882352
2013-07-01 02:00:00,2.0,7474.545341986666,339.6006027278492,0.06885001900332782,9551687.447477125,349554.6263931624,277.07725729988965,217.30273597644185,38.04588048552754,68.0818772175537
2013-07-01 03:00:00,2.0,7475.500552404927,328.49856523829465,0.06675803271441202,9540519.143881774,340612.66262068966,160.29508655876143,158.68846226023564,58.860760966455544,69.76445132535774
2013-07-01 04:00:00,2.0,7474.545352278628,319.0011638122401,0.0661746304678477,9551796.546300653,333322.27826301806,396.47534306543133,116.69750520721108,36.25013301730949,67.41905903900022
2013-07-01 05:00:00,2.0,7433.417588022078,313.91504322626264,0.06611566623331111,9503131.340666272,344712.78902124224,132.63283771225818,82.36428632803559,37.439935188013244,67.75232571489225
2013-07-01 06:00:00,2.0,7457.926293303561,318.9207851578093,0.06676501654699815,9554376.331457801,340543.90343910136,118.31093139596976,67.12549044830179,34.585057568177774,51.917111985004965
2013-07-01 07:00:00,2.0,7474.545343718235,377.1516929827825,0.06758894081136728,9551917.677542483,386738.4736806723,119.82223622782446,76.3628541621777,32.12186507936508,38.28360410830999
2013-07-01 08:00:00,2.0,7474.54534399902,572.5324722480029,0.07847833488951136,9551996.89921195,452064.7406666667,99.60594957983193,70.10295132971603,36.157918911154205,47.843319471378294
2013-07-01 09:00:00,2.0,7474.545346343529,517.586351140307,0.07829458628109363,9552215.389124183,440945.5440879121,211.63532352941175,120.89808199697904,56.399535947712415,103.32098474945533
2013-07-01 10:00:00,2.0,7474.5453446094125,791.023851563422,0.09090931959652548,9552289.435346406,579762.3287818239,133.0540165683989,159.9670165830901,107.90361404281992,202.53515269697624
2013-07-01 11:00:00,2.0,7474.545344897648,453.69227471068814,0.075423372596902,9552564.940392157,448984.163920994,125.74629128061481,165.112906342024,39.87183652948359,43.82300096961862
2013-07-01 12:00:00,2.0,7476.8982908303915,400.3652230987998,0.07293047252039898,9552639.249697335,424642.8712185723,151.15662066365007,178.64665555686145,37.93250664422723,39.11318817837935
2013-07-01 13:00:00,2.0,7480.192409398627,504.44409903706213,0.07942587165421724,9550571.467555555,415504.7432312002,89.95834741674449,173.42845938701822,52.16414693911753,57.301937722952424
2013-07-01 14:00:00,2.0,7483.463986529388,911.8805703296507,0.09377178228254501,9561218.449800143,599917.7664246986,82.6055532273244,93.19009214853033,64.93983601091915,77.08338726068723
2013-07-01 15:00:00,2.0,7480.192414182745,868.8340597389883,0.09375916521659168,9553084.880836602,528873.4781590175,87.7005630676513,89.39949329537565,57.26564790003026,72.62609575609575
